d3mIndex,filename,bit_rate,start,end,class
1641,042017.mp3,320000,0,322,International
1642,042018.mp3,320000,0,437,Electronic
1643,042019.mp3,320000,0,166,Electronic
1644,042020.mp3,320000,0,174,International
1645,042023.mp3,192000,0,234,International
1646,042025.mp3,320000,0,172,International
1647,042029.mp3,320000,0,219,International
1648,042030.mp3,320000,0,172,International
1649,042031.mp3,256000,0,201,International
1650,042040.mp3,320000,0,211,Hip-Hop
1651,042044.mp3,320000,0,245,Rock
1652,042045.mp3,320000,0,166,Hip-Hop
1653,042046.mp3,320000,0,143,Hip-Hop
1654,042048.mp3,320000,0,212,Pop
1655,042119.mp3,128000,0,96,Experimental
1656,042126.mp3,128000,0,87,Experimental
1657,042129.mp3,320000,0,130,Experimental
1658,042135.mp3,320000,0,119,Experimental
1659,042138.mp3,320000,0,62,Experimental
1660,042139.mp3,320000,0,61,Experimental
1661,042141.mp3,320000,0,61,Experimental
1662,042146.mp3,320000,0,134,Experimental
1663,042234.mp3,256000,0,255,International
1664,042235.mp3,256000,0,322,International
1665,042236.mp3,256000,0,199,International
1666,042238.mp3,256000,0,266,International
1667,042240.mp3,256000,0,210,International
1668,042241.mp3,256000,0,220,International
1669,042243.mp3,256000,0,222,International
1670,042245.mp3,256000,0,254,International
1671,042247.mp3,256000,0,269,International
1672,042310.mp3,320000,0,242,Rock
1673,042372.mp3,320000,0,158,Electronic
1674,042373.mp3,320000,0,198,Electronic
1675,042374.mp3,320000,0,323,Electronic
1676,042375.mp3,320000,0,223,Electronic
1677,042376.mp3,320000,0,188,Electronic
1678,042377.mp3,320000,0,194,Electronic
1679,042442.mp3,256000,0,206,Rock
1680,042463.mp3,256000,0,232,Folk
1681,042475.mp3,256000,0,190,Rock
1682,042648.mp3,256000,0,238,Folk
1683,042659.mp3,256000,0,261,Folk
1684,042751.mp3,256000,0,254,Pop
1685,042761.mp3,320000,0,278,Rock
1686,042789.mp3,320000,0,229,Rock
1687,042844.mp3,199257,0,124,Rock
1688,042851.mp3,128000,0,69,Rock
1689,042911.mp3,128000,0,198,Pop
1690,042914.mp3,128000,0,142,Pop
1691,042915.mp3,128000,0,176,Pop
1692,042966.mp3,192000,0,130,Experimental
1693,042984.mp3,192000,0,81,Experimental
1694,043016.mp3,256000,0,67,International
1695,043018.mp3,256000,0,170,International
1696,043019.mp3,256000,0,342,International
1697,043020.mp3,256000,0,122,International
1698,043021.mp3,256000,0,162,International
1699,043022.mp3,256000,0,302,International
1700,043023.mp3,256000,0,81,International
1701,043024.mp3,256000,0,145,International
1702,043025.mp3,256000,0,62,International
1703,043026.mp3,256000,0,350,International
1704,043027.mp3,256000,0,183,International
1705,043028.mp3,256000,0,265,International
1706,043029.mp3,256000,0,73,International
1707,043030.mp3,256000,0,231,International
1708,043063.mp3,192000,0,101,Experimental
1709,043172.mp3,256000,0,246,International
1710,043173.mp3,256000,0,304,International
1711,043516.mp3,256000,0,152,International
1712,043517.mp3,256000,0,259,International
1713,043518.mp3,256000,0,294,International
1714,043519.mp3,256000,0,197,International
1715,043520.mp3,256000,0,315,International
1716,043521.mp3,256000,0,244,International
1717,043533.mp3,256000,0,147,International
1718,043534.mp3,256000,0,263,International
1719,043535.mp3,256000,0,201,International
1720,043536.mp3,256000,0,273,International
1721,043585.mp3,256000,0,178,International
1722,043586.mp3,256000,0,150,International
1723,043587.mp3,256000,0,236,International
1724,043588.mp3,256000,0,149,International
1725,043589.mp3,256000,0,167,International
1726,043590.mp3,256000,0,222,International
1727,043592.mp3,256000,0,287,International
1728,043593.mp3,256000,0,214,International
1729,043594.mp3,256000,0,88,International
1730,043595.mp3,256000,0,251,International
1731,043596.mp3,256000,0,374,International
1732,043598.mp3,128000,0,163,International
1733,043599.mp3,128000,0,135,International
1734,043600.mp3,128000,0,156,International
1735,043608.mp3,128000,0,238,Experimental
1736,043621.mp3,192000,0,115,Folk
1737,043623.mp3,128000,0,205,Folk
1738,043691.mp3,320000,0,354,Experimental
1739,043695.mp3,320000,0,103,International
1740,043696.mp3,320000,0,281,International
1741,043697.mp3,320000,0,250,International
1742,043698.mp3,320000,0,225,International
1743,043699.mp3,320000,0,208,International
1744,043761.mp3,160000,0,275,Folk
1745,043765.mp3,256000,0,333,International
1746,043766.mp3,256000,0,242,International
1747,043767.mp3,256000,0,470,International
1748,043768.mp3,256000,0,302,International
1749,043773.mp3,320000,0,181,Pop
1750,043796.mp3,160000,0,254,Folk
1751,043842.mp3,160000,0,151,Folk
1752,043843.mp3,160000,0,147,Folk
1753,043844.mp3,192000,0,228,Hip-Hop
1754,043856.mp3,256000,0,121,Hip-Hop
1755,043857.mp3,256000,0,87,Hip-Hop
1756,043858.mp3,256000,0,96,Hip-Hop
1757,043859.mp3,256000,0,210,Hip-Hop
1758,043860.mp3,256000,0,94,Hip-Hop
1759,043861.mp3,256000,0,148,Hip-Hop
1760,043863.mp3,256000,0,94,Hip-Hop
1761,043865.mp3,256000,0,81,Hip-Hop
1762,043866.mp3,256000,0,161,Hip-Hop
1763,043867.mp3,256000,0,137,Hip-Hop
1764,043868.mp3,256000,0,110,Hip-Hop
1765,043869.mp3,256000,0,110,Hip-Hop
1766,043883.mp3,188520,0,328,Experimental
1767,043886.mp3,228333,0,358,Experimental
1768,043899.mp3,160000,0,133,Hip-Hop
1769,043911.mp3,320000,0,120,Hip-Hop
1770,043962.mp3,320000,0,170,Folk
1771,043965.mp3,320000,0,197,Folk
1772,044092.mp3,128000,0,176,Electronic
1773,044110.mp3,167707,0,371,Experimental
1774,044169.mp3,160000,0,184,Experimental
1775,044236.mp3,320000,0,181,Hip-Hop
1776,044342.mp3,320000,0,394,Experimental
1777,044347.mp3,320000,0,474,Experimental
1778,044354.mp3,320000,0,377,Experimental
1779,044355.mp3,320000,0,192,Experimental
1780,044777.mp3,320000,0,212,Folk
1781,044778.mp3,250973,0,86,Experimental
1782,044779.mp3,248999,0,161,Experimental
1783,044780.mp3,251167,0,155,Experimental
1784,044781.mp3,249908,0,188,Experimental
1785,044782.mp3,253020,0,164,Experimental
1786,044791.mp3,320411,0,145,Experimental
1787,044792.mp3,319773,0,170,Experimental
1788,044793.mp3,321661,0,130,Experimental
1789,044794.mp3,321320,0,112,Experimental
1790,044795.mp3,320554,0,196,Experimental
1791,044796.mp3,319813,0,234,Experimental
1792,044797.mp3,320056,0,119,Experimental
1793,044798.mp3,320896,0,195,Experimental
1794,044799.mp3,319669,0,121,Experimental
1795,044800.mp3,320445,0,145,Experimental
1796,044801.mp3,321226,0,120,Experimental
1797,044802.mp3,318695,0,262,Experimental
1798,044803.mp3,320077,0,85,Experimental
1799,044804.mp3,320176,0,173,Experimental
1800,044805.mp3,160000,0,236,Pop
1801,044806.mp3,160000,0,96,Pop
1802,044809.mp3,160000,0,248,Pop
1803,044820.mp3,256000,0,132,International
1804,044821.mp3,256000,0,168,International
1805,044822.mp3,256000,0,205,International
1806,044823.mp3,256000,0,242,International
1807,044848.mp3,204915,0,218,Experimental
1808,044849.mp3,216723,0,200,Experimental
1809,044850.mp3,225625,0,278,Experimental
1810,044851.mp3,208642,0,226,Experimental
1811,044853.mp3,213005,0,245,Experimental
1812,044854.mp3,285105,0,160,Experimental
1813,044917.mp3,320000,0,155,Rock
1814,044918.mp3,320000,0,140,Rock
1815,044946.mp3,206824,0,262,International
1816,044947.mp3,209667,0,318,International
1817,044948.mp3,204023,0,247,International
1818,044949.mp3,207100,0,304,International
1819,044950.mp3,186521,0,283,International
1820,044951.mp3,205901,0,233,International
1821,044952.mp3,209255,0,152,International
1822,045055.mp3,320000,0,326,Rock
1823,045099.mp3,192000,0,136,Electronic
1824,045100.mp3,192000,0,195,Electronic
1825,045101.mp3,192000,0,238,Electronic
1826,045102.mp3,192000,0,113,Electronic
1827,045103.mp3,192000,0,143,Electronic
1828,045119.mp3,128000,0,389,Pop
1829,045122.mp3,128000,0,193,Pop
1830,045125.mp3,128000,0,214,Pop
1831,045126.mp3,128000,0,108,Pop
1832,045127.mp3,128000,0,213,Pop
1833,045128.mp3,128000,0,238,Pop
1834,045149.mp3,320000,0,256,Electronic
1835,045150.mp3,320000,0,127,Electronic
1836,045151.mp3,320000,0,201,Electronic
1837,045152.mp3,320000,0,159,Electronic
1838,045153.mp3,320000,0,109,Electronic
1839,045154.mp3,320000,0,226,Electronic
1840,045335.mp3,320000,0,264,Pop
1841,045387.mp3,256000,0,158,Instrumental
1842,045388.mp3,256000,0,134,Instrumental
1843,045389.mp3,256000,0,159,Instrumental
1844,045390.mp3,256000,0,245,Instrumental
1845,045391.mp3,256000,0,89,Instrumental
1846,045392.mp3,256000,0,393,Instrumental
1847,045393.mp3,256000,0,460,Instrumental
1848,045474.mp3,160000,0,240,Rock
1849,045475.mp3,160000,0,283,Rock
1850,045508.mp3,320000,0,109,Electronic
1851,045513.mp3,320000,0,186,Folk
1852,045514.mp3,320000,0,260,Folk
1853,045515.mp3,320000,0,235,Folk
1854,045516.mp3,320000,0,224,Folk
1855,045517.mp3,320000,0,282,Folk
1856,045518.mp3,320000,0,91,Folk
1857,045519.mp3,320000,0,222,Folk
1858,045520.mp3,320000,0,161,Folk
1859,045521.mp3,320000,0,222,Folk
1860,045522.mp3,320000,0,307,Folk
1861,045523.mp3,320000,0,145,Folk
1862,045934.mp3,320000,0,357,Experimental
1863,045941.mp3,320000,0,487,Experimental
1864,046024.mp3,320000,0,160,Rock
1865,046043.mp3,320000,0,295,Experimental
1866,046058.mp3,320000,0,338,Experimental
1867,046068.mp3,320000,0,194,Experimental
1868,046078.mp3,256000,0,250,Hip-Hop
1869,046079.mp3,256000,0,289,Experimental
1870,046157.mp3,320000,0,168,Electronic
1871,046158.mp3,320000,0,285,Electronic
1872,046159.mp3,320000,0,198,Electronic
1873,046160.mp3,320000,0,232,Electronic
1874,046161.mp3,320000,0,131,Experimental
1875,046162.mp3,320000,0,186,Experimental
1876,046238.mp3,192000,0,64,Experimental
1877,046241.mp3,192000,0,60,Experimental
1878,046525.mp3,320000,0,384,Instrumental
1879,046611.mp3,192000,0,166,Experimental
1880,046711.mp3,256000,0,110,Experimental
1881,046717.mp3,256000,0,408,Experimental
1882,046718.mp3,256000,0,397,Experimental
1883,046720.mp3,256000,0,265,Experimental
1884,046726.mp3,320000,0,248,Hip-Hop
1885,046732.mp3,320000,0,188,Pop
1886,046733.mp3,320000,0,152,Pop
1887,046736.mp3,320000,0,285,Pop
1888,046839.mp3,320000,0,219,Pop
1889,046840.mp3,320000,0,208,Pop
1890,046841.mp3,320000,0,134,Pop
1891,046842.mp3,320000,0,190,Pop
1892,046844.mp3,320000,0,231,Pop
1893,046846.mp3,320000,0,212,Pop
1894,046854.mp3,320000,0,221,Pop
1895,046855.mp3,320000,0,316,Pop
1896,046928.mp3,320000,0,190,Pop
1897,046930.mp3,320000,0,78,Pop
1898,047032.mp3,115728,0,66,Rock
1899,047068.mp3,257001,0,114,Electronic
1900,047069.mp3,245674,0,189,Electronic
1901,047070.mp3,261512,0,123,Electronic
1902,047071.mp3,264715,0,177,Electronic
1903,047072.mp3,246093,0,199,Electronic
1904,047073.mp3,265538,0,140,Electronic
1905,047074.mp3,258613,0,141,Electronic
1906,047075.mp3,268470,0,192,Electronic
1907,047076.mp3,245756,0,209,Electronic
1908,047077.mp3,253749,0,196,Electronic
1909,047100.mp3,224000,0,120,Pop
1910,047192.mp3,320000,0,83,Experimental
1911,047193.mp3,320000,0,101,Experimental
1912,047194.mp3,320000,0,86,Experimental
1913,047195.mp3,320000,0,275,Experimental
1914,047196.mp3,320000,0,362,Experimental
1915,047197.mp3,320000,0,164,Experimental
1916,047198.mp3,320000,0,178,Experimental
1917,047199.mp3,320000,0,73,Experimental
1918,047200.mp3,320000,0,228,Experimental
1919,047201.mp3,320000,0,231,Experimental
1920,047202.mp3,320000,0,116,Experimental
1921,047260.mp3,192000,0,155,Electronic
1922,047471.mp3,256000,0,285,Rock
1923,047506.mp3,320000,0,246,Folk
1924,047510.mp3,286499,0,209,Rock
1925,047526.mp3,256000,0,136,Rock
1926,047628.mp3,128000,0,235,Folk
1927,047657.mp3,320000,0,349,Electronic
1928,047658.mp3,320000,0,366,Electronic
1929,047659.mp3,320000,0,327,Electronic
1930,047660.mp3,320000,0,288,Electronic
1931,047661.mp3,256000,0,143,Folk
1932,047662.mp3,256000,0,129,Folk
1933,047663.mp3,256000,0,171,Folk
1934,047665.mp3,320000,0,258,Pop
1935,047666.mp3,128000,0,264,Pop
1936,047670.mp3,192000,0,337,Pop
1937,047671.mp3,192000,0,208,Pop
1938,047707.mp3,190726,0,345,Experimental
1939,047826.mp3,192000,0,204,Experimental
1940,047835.mp3,192000,0,138,Pop
1941,047865.mp3,256000,0,212,Folk
1942,047868.mp3,256000,0,303,Folk
1943,047894.mp3,320000,0,185,Pop
1944,047895.mp3,320000,0,165,Pop
1945,047896.mp3,320000,0,217,Pop
1946,047897.mp3,320000,0,150,Pop
1947,047916.mp3,320000,0,230,Rock
1948,047921.mp3,320000,0,235,Rock
1949,048015.mp3,320000,0,278,Rock
1950,048042.mp3,200060,0,141,Experimental
1951,048043.mp3,214942,0,124,Experimental
1952,048044.mp3,214664,0,173,Experimental
1953,048046.mp3,214139,0,457,Experimental
1954,048269.mp3,320000,0,94,Experimental
1955,048293.mp3,320000,0,61,Electronic
1956,048307.mp3,199902,0,599,Experimental
1957,048317.mp3,116913,0,203,Experimental
1958,048367.mp3,320000,0,366,Rock
1959,048368.mp3,320000,0,255,Rock
1960,048369.mp3,320000,0,333,Rock
1961,048437.mp3,320000,0,225,Electronic
1962,048439.mp3,320000,0,255,Electronic
1963,048440.mp3,320000,0,295,Electronic
1964,048442.mp3,320000,0,250,Electronic
1965,048443.mp3,320000,0,285,Electronic
1966,048444.mp3,320000,0,174,Pop
1967,048446.mp3,256000,0,537,Pop
1968,048450.mp3,128000,0,141,Pop
1969,048452.mp3,320000,0,153,Pop
1970,048453.mp3,192000,0,414,Pop
1971,048454.mp3,128000,0,60,Pop
1972,048456.mp3,192000,0,146,Pop
1973,048457.mp3,320000,0,107,Pop
1974,048462.mp3,320000,0,102,Electronic
1975,048463.mp3,320000,0,131,Electronic
1976,048464.mp3,320000,0,97,Electronic
1977,048465.mp3,320000,0,111,Electronic
1978,048466.mp3,320000,0,200,Electronic
1979,048488.mp3,256000,0,389,International
1980,048489.mp3,256000,0,331,International
1981,048491.mp3,256000,0,264,International
1982,048492.mp3,256000,0,227,International
1983,048493.mp3,256000,0,188,International
1984,048494.mp3,256000,0,174,International
1985,048763.mp3,256000,0,529,Rock
1986,048808.mp3,320000,0,65,Folk
1987,048815.mp3,320000,0,100,Folk
1988,048861.mp3,320000,0,325,Experimental
1989,048862.mp3,320000,0,345,Experimental
1990,048863.mp3,320000,0,157,Experimental
1991,048864.mp3,320000,0,236,Experimental
1992,048865.mp3,320000,0,315,Experimental
1993,048931.mp3,192000,0,178,Experimental
1994,048990.mp3,320000,0,201,Rock
1995,048999.mp3,320000,0,524,Rock
1996,049029.mp3,256000,0,233,Folk
1997,049030.mp3,256000,0,256,Folk
1998,049039.mp3,320000,0,221,Pop
1999,049061.mp3,192000,0,328,Experimental
2000,049062.mp3,192000,0,400,Experimental
2001,049064.mp3,192000,0,163,Experimental
2002,049066.mp3,192000,0,403,Experimental
2003,049067.mp3,192000,0,466,Experimental
2004,049068.mp3,192000,0,429,Experimental
2005,049070.mp3,192000,0,126,Experimental
2006,049071.mp3,192000,0,353,Experimental
2007,049072.mp3,192000,0,563,Experimental
2008,049073.mp3,192000,0,522,Experimental
2009,049394.mp3,192000,0,186,Experimental
2010,049401.mp3,192000,0,113,Experimental
2011,049407.mp3,192000,0,272,Experimental
2012,049408.mp3,192000,0,353,Experimental
2013,049441.mp3,256000,0,104,Rock
2014,049473.mp3,320000,0,230,Pop
2015,049476.mp3,320000,0,199,Hip-Hop
2016,049477.mp3,320000,0,222,Pop
2017,049478.mp3,320000,0,219,Hip-Hop
2018,049479.mp3,320000,0,186,Hip-Hop
2019,049812.mp3,256000,0,101,Rock
2020,049817.mp3,256000,0,127,Rock
2021,049842.mp3,320000,0,206,Folk
2022,049843.mp3,320000,0,157,Folk
2023,049844.mp3,320000,0,190,Folk
2024,049845.mp3,320000,0,172,Folk
2025,049846.mp3,320000,0,215,Folk
2026,049847.mp3,320000,0,220,Folk
2027,049848.mp3,320000,0,306,Folk
2028,049849.mp3,320000,0,247,Folk
2029,049856.mp3,320000,0,247,Folk
2030,049857.mp3,320000,0,203,Folk
2031,050264.mp3,192000,0,198,Hip-Hop
2032,050272.mp3,192000,0,218,Pop
2033,050276.mp3,192000,0,179,Folk
2034,050283.mp3,192000,0,241,International
2035,050323.mp3,320000,0,84,Folk
2036,050444.mp3,256000,0,340,Rock
2037,050445.mp3,256000,0,186,Rock
2038,050446.mp3,256000,0,208,Rock
2039,050447.mp3,256000,0,179,Rock
2040,050448.mp3,256000,0,263,Rock
2041,050449.mp3,256000,0,241,Rock
2042,050539.mp3,192000,0,162,Rock
2043,050543.mp3,192000,0,304,Rock
2044,050752.mp3,231737,0,366,Rock
2045,050753.mp3,233436,0,376,Rock
2046,050754.mp3,225434,0,426,Rock
2047,050836.mp3,160000,0,122,Experimental
2048,050952.mp3,320000,0,159,Folk
2049,050955.mp3,320000,0,405,Instrumental
2050,050956.mp3,320000,0,185,Instrumental
2051,051004.mp3,320000,0,228,International
2052,051005.mp3,320000,0,281,International
2053,051006.mp3,320000,0,151,International
2054,051111.mp3,320000,0,531,Experimental
2055,051112.mp3,320000,0,292,Experimental
2056,051113.mp3,320000,0,348,Experimental
2057,051114.mp3,320000,0,62,Experimental
2058,051115.mp3,320000,0,106,Experimental
2059,051117.mp3,320000,0,168,Experimental
2060,051118.mp3,320000,0,171,Experimental
2061,051120.mp3,320000,0,152,Pop
2062,051157.mp3,160000,0,484,Experimental
2063,051158.mp3,160000,0,88,Experimental
2064,051203.mp3,320000,0,184,Experimental
2065,051260.mp3,320000,0,235,Pop
2066,051261.mp3,320000,0,296,Pop
2067,051262.mp3,320000,0,220,Pop
2068,051263.mp3,320000,0,208,Pop
2069,051265.mp3,320000,0,242,Pop
2070,051267.mp3,320000,0,247,Pop
2071,051268.mp3,320000,0,156,Pop
2072,051269.mp3,320000,0,240,Pop
2073,051271.mp3,320000,0,199,Pop
2074,051272.mp3,320000,0,230,Pop
2075,051273.mp3,320000,0,184,Pop
2076,051274.mp3,320000,0,225,Pop
2077,051275.mp3,320000,0,220,Pop
2078,051276.mp3,320000,0,221,Pop
2079,051278.mp3,160000,0,262,Pop
2080,051291.mp3,160000,0,279,Pop
2081,051292.mp3,160000,0,248,Pop
2082,051301.mp3,259653,0,286,Experimental
2083,051305.mp3,263264,0,263,Experimental
2084,051333.mp3,320000,0,228,Folk
2085,051479.mp3,196003,0,350,Experimental
2086,051655.mp3,256000,0,167,Folk
2087,051659.mp3,256000,0,325,Folk
2088,051661.mp3,256000,0,232,Folk
2089,051776.mp3,256000,0,132,Instrumental
2090,051784.mp3,192000,0,300,Electronic
2091,051785.mp3,192000,0,113,Electronic
2092,051918.mp3,320000,0,246,Folk
2093,051919.mp3,320000,0,175,Folk
2094,051923.mp3,320000,0,234,Electronic
2095,051954.mp3,226612,0,306,Electronic
2096,051991.mp3,320000,0,485,International
2097,051992.mp3,320000,0,456,International
2098,051998.mp3,320000,0,383,International
2099,051999.mp3,320000,0,308,International
2100,052000.mp3,320000,0,311,International
2101,052001.mp3,320000,0,406,International
2102,052034.mp3,320000,0,164,Pop
2103,052035.mp3,320000,0,211,Pop
2104,052036.mp3,320000,0,186,Pop
2105,052037.mp3,320000,0,62,Pop
2106,052039.mp3,320000,0,172,Pop
2107,052040.mp3,320000,0,154,Pop
2108,052041.mp3,320000,0,107,Pop
2109,052042.mp3,320000,0,162,Pop
2110,052044.mp3,320000,0,161,Pop
2111,052045.mp3,320000,0,212,Pop
2112,052118.mp3,256000,0,254,International
2113,052119.mp3,256000,0,260,International
2114,052120.mp3,256000,0,280,International
2115,052121.mp3,256000,0,319,International
2116,052122.mp3,256000,0,243,International
2117,052123.mp3,256000,0,186,International
2118,052124.mp3,256000,0,145,International
2119,052125.mp3,256000,0,235,International
2120,052126.mp3,256000,0,499,International
2121,052127.mp3,256000,0,207,International
2122,052128.mp3,256000,0,204,International
2123,052129.mp3,256000,0,166,International
2124,052141.mp3,256000,0,176,Experimental
2125,052375.mp3,160000,0,194,Pop
2126,052380.mp3,160000,0,135,Pop
2127,052389.mp3,160000,0,90,Pop
2128,052393.mp3,160000,0,252,Pop
2129,052409.mp3,146114,0,281,Electronic
2130,052446.mp3,154524,0,107,Instrumental
2131,052447.mp3,150240,0,86,Instrumental
2132,052448.mp3,165683,0,78,Instrumental
2133,052449.mp3,174457,0,93,Instrumental
2134,052451.mp3,167337,0,145,Instrumental
2135,052452.mp3,139793,0,169,Instrumental
2136,052500.mp3,256000,0,350,Folk
2137,052501.mp3,256000,0,181,Folk
2138,052502.mp3,256000,0,203,Folk
2139,052508.mp3,256000,0,212,Folk
2140,052522.mp3,320000,0,214,Rock
2141,052579.mp3,320000,0,177,Hip-Hop
2142,052628.mp3,128000,0,163,Electronic
2143,052629.mp3,160000,0,148,Electronic
2144,052630.mp3,128000,0,71,Electronic
2145,052631.mp3,320000,0,163,Electronic
2146,052632.mp3,256000,0,121,Electronic
2147,052633.mp3,160000,0,118,Electronic
2148,052634.mp3,320000,0,218,Electronic
2149,052635.mp3,160000,0,139,Electronic
2150,052636.mp3,160000,0,178,Electronic
2151,052637.mp3,128000,0,170,Electronic
2152,052638.mp3,160000,0,162,Electronic
2153,052639.mp3,320000,0,155,Electronic
2154,052641.mp3,160000,0,161,Electronic
2155,052642.mp3,160000,0,328,Electronic
2156,052644.mp3,192000,0,90,Electronic
2157,052645.mp3,160000,0,164,Electronic
2158,052646.mp3,320000,0,150,Electronic
2159,052647.mp3,256000,0,126,Electronic
2160,052648.mp3,192000,0,90,Electronic
2161,052649.mp3,320000,0,188,Electronic
2162,052650.mp3,160000,0,248,Electronic
2163,052859.mp3,192000,0,264,Experimental
2164,052860.mp3,192000,0,249,Experimental
2165,052861.mp3,192000,0,302,Experimental
2166,052862.mp3,192000,0,462,Experimental
2167,052945.mp3,256000,0,353,Folk
2168,052946.mp3,256000,0,253,Folk
2169,052947.mp3,256000,0,264,Folk
2170,052948.mp3,256000,0,400,Folk
2171,052950.mp3,256000,0,290,Folk
2172,052951.mp3,256000,0,194,Folk
2173,052953.mp3,256000,0,330,Folk
2174,052954.mp3,256000,0,239,Folk
2175,052955.mp3,256000,0,282,Folk
2176,053152.mp3,128000,0,120,International
2177,053154.mp3,192000,0,213,International
2178,053156.mp3,320000,0,184,International
2179,053157.mp3,320000,0,82,International
2180,053158.mp3,192000,0,268,International
2181,053159.mp3,320000,0,144,International
2182,053160.mp3,320000,0,213,International
2183,053228.mp3,320000,0,171,Pop
2184,053229.mp3,320000,0,216,Pop
2185,053299.mp3,320000,0,240,International
2186,053300.mp3,320000,0,236,International
2187,053301.mp3,320000,0,272,International
2188,053302.mp3,320000,0,214,International
2189,053379.mp3,160000,0,158,Hip-Hop
2190,053381.mp3,128000,0,115,Hip-Hop
2191,053457.mp3,320000,0,234,Electronic
2192,053496.mp3,192000,0,242,Electronic
2193,053576.mp3,256000,0,203,Folk
2194,053578.mp3,256000,0,253,Folk
2195,053586.mp3,320000,0,488,Folk
2196,053587.mp3,320000,0,345,Folk
2197,053588.mp3,320000,0,474,Folk
2198,053589.mp3,320000,0,545,Folk
2199,053591.mp3,320000,0,263,Pop
2200,053592.mp3,320000,0,205,Pop
2201,053675.mp3,220100,0,305,Experimental
2202,053723.mp3,320000,0,158,International
2203,053724.mp3,320000,0,274,International
2204,053725.mp3,320000,0,366,International
2205,053726.mp3,320000,0,337,International
2206,053727.mp3,320000,0,277,International
2207,053728.mp3,320000,0,509,International
2208,053729.mp3,320000,0,256,Experimental
2209,053807.mp3,320000,0,222,Rock
2210,053862.mp3,275224,0,255,Electronic
2211,053863.mp3,272819,0,241,Electronic
2212,053937.mp3,256000,0,99,Pop
2213,054019.mp3,320000,0,391,Experimental
2214,054031.mp3,320000,0,514,Pop
2215,054032.mp3,320000,0,144,Pop
2216,054033.mp3,320000,0,209,Pop
2217,054034.mp3,320000,0,121,Pop
2218,054037.mp3,320000,0,330,Pop
2219,054039.mp3,320000,0,102,Pop
2220,054061.mp3,256000,0,209,Folk
2221,054062.mp3,256000,0,93,Folk
2222,054063.mp3,256000,0,377,Folk
2223,054064.mp3,256000,0,340,Folk
2224,054149.mp3,320000,0,178,Instrumental
2225,054150.mp3,320000,0,372,Instrumental
2226,054151.mp3,320000,0,278,Instrumental
2227,054152.mp3,320000,0,430,Instrumental
2228,054153.mp3,320000,0,336,Instrumental
2229,054154.mp3,320000,0,446,Instrumental
2230,054155.mp3,320000,0,365,Instrumental
2231,054156.mp3,320000,0,201,Instrumental
2232,054158.mp3,320000,0,290,Instrumental
2233,054159.mp3,320000,0,157,Instrumental
2234,054160.mp3,320000,0,490,Instrumental
2235,054163.mp3,160000,0,151,Rock
2236,054234.mp3,256000,0,204,Pop
2237,054235.mp3,256000,0,255,Pop
2238,054236.mp3,256000,0,253,Pop
2239,054237.mp3,256000,0,277,Pop
2240,054297.mp3,256000,0,184,Folk
2241,054335.mp3,320000,0,362,Electronic
2242,054365.mp3,160000,0,211,Hip-Hop
2243,054376.mp3,160000,0,195,Hip-Hop
2244,054433.mp3,320000,0,309,International
2245,054436.mp3,320000,0,274,International
2246,054437.mp3,320000,0,407,International
2247,054438.mp3,320000,0,378,International
2248,054442.mp3,320000,0,335,International
2249,054443.mp3,320000,0,233,International
2250,054463.mp3,320000,0,288,International
2251,054464.mp3,320000,0,175,International
2252,054465.mp3,320000,0,223,International
2253,054466.mp3,320000,0,221,International
2254,054467.mp3,320000,0,203,International
2255,054468.mp3,320000,0,218,International
2256,054469.mp3,320000,0,167,International
2257,054470.mp3,320000,0,185,International
2258,054475.mp3,320000,0,252,International
2259,054476.mp3,320000,0,297,International
2260,054479.mp3,320000,0,424,International
2261,054480.mp3,320000,0,295,International
2262,054481.mp3,320000,0,233,International
2263,054482.mp3,320000,0,263,International
2264,054496.mp3,256000,0,598,Experimental
2265,054554.mp3,320000,0,205,Experimental
2266,054568.mp3,128000,0,184,International
2267,054570.mp3,256000,0,280,International
2268,054576.mp3,128000,0,153,International
2269,054578.mp3,128000,0,138,International
2270,054580.mp3,256000,0,236,International
2271,054621.mp3,320000,0,173,Rock
2272,054623.mp3,320000,0,188,Rock
2273,054624.mp3,320000,0,163,Rock
2274,054625.mp3,320000,0,221,Rock
2275,054626.mp3,320000,0,194,Rock
2276,054662.mp3,320000,0,156,Electronic
2277,054664.mp3,320000,0,142,Pop
2278,054665.mp3,320000,0,187,Pop
2279,054666.mp3,320000,0,139,Pop
2280,054667.mp3,320000,0,217,Pop
2281,054703.mp3,256000,0,210,Folk
2282,054719.mp3,320000,0,190,Electronic
2283,054735.mp3,320000,0,249,Rock
2284,054753.mp3,320000,0,173,Hip-Hop
2285,054874.mp3,160000,0,245,Electronic
2286,054942.mp3,256000,0,438,Rock
2287,055076.mp3,320000,0,255,Pop
2288,055097.mp3,320000,0,353,Hip-Hop
2289,055100.mp3,320000,0,209,Hip-Hop
2290,055101.mp3,320000,0,116,Hip-Hop
2291,055102.mp3,320000,0,104,Hip-Hop
2292,055113.mp3,320000,0,213,Hip-Hop
2293,055119.mp3,320000,0,191,Hip-Hop
2294,055120.mp3,320000,0,183,Hip-Hop
2295,055121.mp3,320000,0,218,Hip-Hop
2296,055122.mp3,320000,0,191,Hip-Hop
2297,055123.mp3,320000,0,113,Hip-Hop
2298,055124.mp3,320000,0,198,Hip-Hop
